latitude,longitude,speed,timestamp,datetime
49.25490511712853,4.038854043553902,2.12 Mbps,1741850569,2025-03-13 08:22:49
49.25491442355977,4.03882385987611,2.13 Mbps,1741850570,2025-03-13 08:22:50
49.254891226670544,4.038813811284912,2.42 Mbps,1741850571,2025-03-13 08:22:51
49.25486974254119,4.038806865792557,2.42 Mbps,1741850572,2025-03-13 08:22:52
49.254882835076266,4.038781173647861,1.96 Mbps,1741850573,2025-03-13 08:22:53
49.25485772794963,4.038787785819381,2.19 Mbps,1741850574,2025-03-13 08:22:54
49.254843609813605,4.038807652866325,2.51 Mbps,1741850575,2025-03-13 08:22:55
49.254816686197444,4.038820432556645,1.90 Mbps,1741850576,2025-03-13 08:22:56
49.25480242083578,4.038830270258206,2.32 Mbps,1741850577,2025-03-13 08:22:57
49.25479369059484,4.038810338482305,2.07 Mbps,1741850578,2025-03-13 08:22:58
49.254780265391815,4.038790960041952,1.96 Mbps,1741850579,2025-03-13 08:22:59
49.2547608224071,4.03876280084233,1.99 Mbps,1741850580,2025-03-13 08:23:00
49.254741630128706,4.038740077928376,2.39 Mbps,1741850581,2025-03-13 08:23:01
49.25473261647152,4.038725958567782,2.78 Mbps,1741850582,2025-03-13 08:23:02
49.254706010348556,4.038703735507007,2.30 Mbps,1741850583,2025-03-13 08:23:03
49.25469610717261,4.038679936691093,2.32 Mbps,1741850584,2025-03-13 08:23:04
49.2546746708685,4.038658715532368,2.17 Mbps,1741850585,2025-03-13 08:23:05
49.254669747183264,4.038628224062662,2.14 Mbps,1741850586,2025-03-13 08:23:06
49.25466984181196,4.038590672994574,2.12 Mbps,1741850587,2025-03-13 08:23:07
49.25466406850649,4.038554224431588,2.11 Mbps,1741850588,2025-03-13 08:23:08
49.25468028168128,4.038517985065832,2.90 Mbps,1741850589,2025-03-13 08:23:09
49.25469334745108,4.038487033628837,2.46 Mbps,1741850590,2025-03-13 08:23:10
49.254687584208355,4.038462568805791,2.36 Mbps,1741850591,2025-03-13 08:23:11
49.254674847559365,4.038435138750832,1.91 Mbps,1741850592,2025-03-13 08:23:12
49.25465810247094,4.038448364681294,2.37 Mbps,1741850593,2025-03-13 08:23:13
49.2546360275195,4.0384478032546225,1.97 Mbps,1741850594,2025-03-13 08:23:14
49.25463731184243,4.038429441076075,2.00 Mbps,1741850595,2025-03-13 08:23:15
49.25463475406206,4.038403132760839,2.54 Mbps,1741850596,2025-03-13 08:23:16
49.25462563192458,4.038371970748954,2.68 Mbps,1741850597,2025-03-13 08:23:17
49.25462938156703,4.0383683509101855,1.98 Mbps,1741850598,2025-03-13 08:23:18
49.25462182339841,4.038355625544615,2.42 Mbps,1741850599,2025-03-13 08:23:19
49.254617954122445,4.038335316802807,2.07 Mbps,1741850600,2025-03-13 08:23:20
49.25460859655572,4.038316049584972,2.18 Mbps,1741850601,2025-03-13 08:23:21
49.25460260986178,4.038295144065946,2.13 Mbps,1741850602,2025-03-13 08:23:22
49.254599743934705,4.038283235498905,1.78 Mbps,1741850603,2025-03-13 08:23:23
49.25459212510491,4.038256169322952,2.07 Mbps,1741850604,2025-03-13 08:23:24
49.25457717463425,4.038223537355318,2.20 Mbps,1741850605,2025-03-13 08:23:25
49.25457527023524,4.03821403166851,1.78 Mbps,1741850606,2025-03-13 08:23:26
49.25456776818111,4.0382113894184615,2.61 Mbps,1741850607,2025-03-13 08:23:27
49.25455684680388,4.038209580604515,2.04 Mbps,1741850608,2025-03-13 08:23:28
49.25455358054588,4.03820027650387,1.98 Mbps,1741850609,2025-03-13 08:23:29
49.254542810723784,4.038161841671471,2.04 Mbps,1741850610,2025-03-13 08:23:30
49.25454117749797,4.038153273357619,1.77 Mbps,1741850611,2025-03-13 08:23:31
49.25454082440015,4.038138844464732,2.01 Mbps,1741850612,2025-03-13 08:23:32
49.25453932095492,4.038122276753347,2.12 Mbps,1741850613,2025-03-13 08:23:33
49.25454036144053,4.038091313672376,2.23 Mbps,1741850614,2025-03-13 08:23:34
49.25454658759565,4.038074472785883,2.25 Mbps,1741850615,2025-03-13 08:23:35
49.25454659913547,4.038056890111911,1.93 Mbps,1741850616,2025-03-13 08:23:36
49.25452506968774,4.038041914524725,2.31 Mbps,1741850617,2025-03-13 08:23:37
49.25452009297537,4.038039621253931,1.55 Mbps,1741850618,2025-03-13 08:23:38
49.254522083681884,4.038001879560583,1.74 Mbps,1741850619,2025-03-13 08:23:39
49.25451865599063,4.0379745640180245,1.99 Mbps,1741850620,2025-03-13 08:23:40
49.25451134842597,4.037945635384837,1.89 Mbps,1741850621,2025-03-13 08:23:41
49.25449862352406,4.037914684366259,2.08 Mbps,1741850622,2025-03-13 08:23:42
49.25448783522061,4.037872121116046,1.72 Mbps,1741850623,2025-03-13 08:23:43
49.25448376631258,4.037868449997743,2.26 Mbps,1741850624,2025-03-13 08:23:44
49.25449725713365,4.0378472743258085,2.60 Mbps,1741850625,2025-03-13 08:23:45
49.25451010438476,4.03783600072797,2.07 Mbps,1741850626,2025-03-13 08:23:46
49.25449035429651,4.037836580619735,2.24 Mbps,1741850627,2025-03-13 08:23:47
49.25449244065618,4.0378292109351035,2.08 Mbps,1741850628,2025-03-13 08:23:48
49.25449297553104,4.037811424464779,2.01 Mbps,1741850629,2025-03-13 08:23:49
49.254491637161536,4.0377933329972056,1.89 Mbps,1741850630,2025-03-13 08:23:50
49.254470253285575,4.037779003028908,2.07 Mbps,1741850631,2025-03-13 08:23:51
49.254455854093806,4.0377522427618615,2.47 Mbps,1741850632,2025-03-13 08:23:52
49.25443555343549,4.03772480182213,1.85 Mbps,1741850633,2025-03-13 08:23:53
49.25441570773427,4.037707457744863,2.11 Mbps,1741850634,2025-03-13 08:23:54
49.254401955602766,4.037722707849748,2.29 Mbps,1741850635,2025-03-13 08:23:55
49.25438472198816,4.037725591117923,1.95 Mbps,1741850636,2025-03-13 08:23:56
49.2543664107278,4.037726982207063,2.46 Mbps,1741850637,2025-03-13 08:23:57
49.25436325154197,4.037729216204861,1.85 Mbps,1741850638,2025-03-13 08:23:58
49.25435922193341,4.037708769802208,2.13 Mbps,1741850639,2025-03-13 08:23:59
49.25434746620282,4.037673947800983,1.92 Mbps,1741850640,2025-03-13 08:24:00
49.25434348603381,4.037665111592639,2.02 Mbps,1741850641,2025-03-13 08:24:01
49.25434358701729,4.037604077810589,2.66 Mbps,1741850642,2025-03-13 08:24:02
49.25434955960549,4.037579123379288,2.39 Mbps,1741850643,2025-03-13 08:24:03
49.254341233193394,4.037548956671093,2.81 Mbps,1741850644,2025-03-13 08:24:04
49.25433532975721,4.037530966711604,1.89 Mbps,1741850645,2025-03-13 08:24:05
49.254326205606795,4.037504038101729,1.94 Mbps,1741850646,2025-03-13 08:24:06
49.2543201361622,4.037488380200408,2.11 Mbps,1741850647,2025-03-13 08:24:07
49.2543141793407,4.037463503598419,1.93 Mbps,1741850648,2025-03-13 08:24:08
49.25430491364632,4.037449047182544,1.92 Mbps,1741850649,2025-03-13 08:24:09
49.254299915044584,4.037425723685205,2.05 Mbps,1741850650,2025-03-13 08:24:10
49.25430142258597,4.037402540136494,2.12 Mbps,1741850651,2025-03-13 08:24:11
49.25429924707131,4.037388284096837,2.25 Mbps,1741850652,2025-03-13 08:24:12
49.254293800392674,4.037380917544567,1.92 Mbps,1741850653,2025-03-13 08:24:13
49.25429026867276,4.037365602460256,2.14 Mbps,1741850654,2025-03-13 08:24:14
49.254280854871325,4.037339891758925,2.38 Mbps,1741850655,2025-03-13 08:24:15
49.25427406887624,4.0373261115204135,1.75 Mbps,1741850656,2025-03-13 08:24:16
49.25425860761394,4.037307716108393,2.34 Mbps,1741850657,2025-03-13 08:24:17
49.2542536346312,4.037300688462451,2.00 Mbps,1741850658,2025-03-13 08:24:18
49.25424760988234,4.037284804219553,2.11 Mbps,1741850659,2025-03-13 08:24:19
49.254236475641676,4.037277055975679,1.63 Mbps,1741850660,2025-03-13 08:24:20
49.25423790230445,4.03724358143536,2.01 Mbps,1741850661,2025-03-13 08:24:21
49.254237732721165,4.037217851148721,2.15 Mbps,1741850662,2025-03-13 08:24:22
49.25424992189868,4.0371954540468495,1.59 Mbps,1741850663,2025-03-13 08:24:23
49.25426242561131,4.03718811467854,1.44 Mbps,1741850664,2025-03-13 08:24:24
49.25427137612656,4.037175048144377,1.97 Mbps,1741850665,2025-03-13 08:24:25
49.254272234385446,4.0371613697112245,2.26 Mbps,1741850666,2025-03-13 08:24:26
49.254281518888085,4.03715216701063,2.28 Mbps,1741850667,2025-03-13 08:24:27
49.25428921058669,4.0371477664044875,2.30 Mbps,1741850668,2025-03-13 08:24:28
49.254298681641146,4.037138499750031,2.87 Mbps,1741850669,2025-03-13 08:24:29
49.25430416254606,4.037133429002231,2.08 Mbps,1741850670,2025-03-13 08:24:30
49.254303546554205,4.03713494141808,1.95 Mbps,1741850671,2025-03-13 08:24:31
49.254302213058665,4.037136640798499,2.15 Mbps,1741850672,2025-03-13 08:24:32
49.254302213058665,4.037136640798499,2.05 Mbps,1741850673,2025-03-13 08:24:33
49.254302213058665,4.037136640798499,2.20 Mbps,1741850674,2025-03-13 08:24:34
49.254302213058665,4.037136640798499,2.15 Mbps,1741850675,2025-03-13 08:24:35
49.254302213058665,4.037136640798499,1.94 Mbps,1741850676,2025-03-13 08:24:36
49.254302213058665,4.037136640798499,2.22 Mbps,1741850677,2025-03-13 08:24:37
49.25430056117596,4.037134264797956,1.88 Mbps,1741850678,2025-03-13 08:24:38
49.25430094580887,4.037134818038223,1.59 Mbps,1741850679,2025-03-13 08:24:39
49.25430237304183,4.037131871246958,2.37 Mbps,1741850680,2025-03-13 08:24:40
49.25430239432205,4.037131845097227,2.10 Mbps,1741850681,2025-03-13 08:24:41
49.25430266184292,4.037126009814129,2.67 Mbps,1741850682,2025-03-13 08:24:42
49.25430499894238,4.037123587783611,2.12 Mbps,1741850683,2025-03-13 08:24:43
49.25430513778107,4.0371234438994765,1.81 Mbps,1741850684,2025-03-13 08:24:44
49.25430640885257,4.037122126636752,1.89 Mbps,1741850685,2025-03-13 08:24:45
49.25430645601251,4.03712207776301,1.97 Mbps,1741850686,2025-03-13 08:24:46
49.25430718274775,4.037121324617942,2.21 Mbps,1741850687,2025-03-13 08:24:47
49.2543076494446,4.037120840961156,2.08 Mbps,1741850688,2025-03-13 08:24:48
49.2543076606985,4.037120829298285,1.79 Mbps,1741850689,2025-03-13 08:24:49
49.25430813935141,4.037118689655404,2.00 Mbps,1741850690,2025-03-13 08:24:50
49.25431398407962,4.037109410512323,1.97 Mbps,1741850691,2025-03-13 08:24:51
49.25431863970643,4.0370796958140005,2.12 Mbps,1741850692,2025-03-13 08:24:52
49.25433353535718,4.037080224123277,2.12 Mbps,1741850693,2025-03-13 08:24:53
49.25433169671598,4.037049197154775,2.24 Mbps,1741850694,2025-03-13 08:24:54
49.25433927460117,4.037037398681403,1.86 Mbps,1741850695,2025-03-13 08:24:55
49.254358540488965,4.0370260537580895,2.23 Mbps,1741850696,2025-03-13 08:24:56
49.25437336832487,4.037000991010517,2.63 Mbps,1741850697,2025-03-13 08:24:57
49.25438820005035,4.036971067561145,2.12 Mbps,1741850698,2025-03-13 08:24:58
49.25439775891073,4.036952440311612,1.93 Mbps,1741850699,2025-03-13 08:24:59
49.25439923269876,4.036944720671073,1.99 Mbps,1741850700,2025-03-13 08:25:00
49.25440661227538,4.036933631604278,2.00 Mbps,1741850701,2025-03-13 08:25:01
49.25440811249995,4.036925098369393,2.25 Mbps,1741850702,2025-03-13 08:25:02
49.25441947986458,4.03689575000326,2.09 Mbps,1741850703,2025-03-13 08:25:03
49.25441901162948,4.036898097242225,2.46 Mbps,1741850704,2025-03-13 08:25:04
49.25443906559457,4.036889608416849,2.21 Mbps,1741850705,2025-03-13 08:25:05
49.25444821002915,4.036880320783465,2.11 Mbps,1741850706,2025-03-13 08:25:06
49.25447473667568,4.036891144618793,2.36 Mbps,1741850707,2025-03-13 08:25:07
49.25447391519602,4.0368546124048725,2.36 Mbps,1741850708,2025-03-13 08:25:08
49.2544929792559,4.036852857910807,1.96 Mbps,1741850709,2025-03-13 08:25:09
49.25451334423834,4.03686707497048,2.44 Mbps,1741850710,2025-03-13 08:25:10
49.25452519233629,4.036869136466131,1.96 Mbps,1741850711,2025-03-13 08:25:11
49.25453546872774,4.036869055925523,2.32 Mbps,1741850712,2025-03-13 08:25:12
49.254545709976966,4.036843481308421,2.28 Mbps,1741850713,2025-03-13 08:25:13
49.25455235857487,4.036841012789435,1.97 Mbps,1741850714,2025-03-13 08:25:14
49.25455673488155,4.036830954243553,2.18 Mbps,1741850715,2025-03-13 08:25:15
49.25457409728071,4.036823260136943,1.97 Mbps,1741850716,2025-03-13 08:25:16
49.25458996455445,4.036789902088439,2.62 Mbps,1741850717,2025-03-13 08:25:17
49.254592266433946,4.0368007851346235,2.18 Mbps,1741850718,2025-03-13 08:25:18
49.25459683094508,4.036792081079507,2.11 Mbps,1741850719,2025-03-13 08:25:19
49.2546083685433,4.0367823802002105,2.28 Mbps,1741850720,2025-03-13 08:25:20
49.254626666586766,4.036776816180589,2.19 Mbps,1741850721,2025-03-13 08:25:21
49.25463800547069,4.03675351363866,2.83 Mbps,1741850722,2025-03-13 08:25:22
49.25464313475822,4.0367652098766555,2.50 Mbps,1741850723,2025-03-13 08:25:23
49.25465232345856,4.036753698091319,2.12 Mbps,1741850724,2025-03-13 08:25:24
49.25467093655088,4.036756507602336,1.79 Mbps,1741850725,2025-03-13 08:25:25
49.25467079315598,4.036744318080019,2.26 Mbps,1741850726,2025-03-13 08:25:26
49.25469109605918,4.0367281191864315,2.20 Mbps,1741850727,2025-03-13 08:25:27
49.25470068476177,4.036697476860113,1.68 Mbps,1741850728,2025-03-13 08:25:28
49.25471423137627,4.036675384730018,1.03 Mbps,1741850729,2025-03-13 08:25:29
49.254732615209775,4.036662233910428,1.76 Mbps,1741850730,2025-03-13 08:25:30
49.254733586020876,4.0366403833569375,2.24 Mbps,1741850731,2025-03-13 08:25:31
49.25473891284259,4.036624872011688,2.40 Mbps,1741850732,2025-03-13 08:25:32
49.25474988161393,4.036609203652619,2.29 Mbps,1741850733,2025-03-13 08:25:33
49.25476372584096,4.0366060992631585,2.56 Mbps,1741850734,2025-03-13 08:25:34
49.254770949868664,4.036576655035761,2.05 Mbps,1741850735,2025-03-13 08:25:35
49.25476435205293,4.036564173938034,2.04 Mbps,1741850736,2025-03-13 08:25:36
49.25475344987022,4.036541414578406,2.00 Mbps,1741850737,2025-03-13 08:25:37
49.254749266167806,4.03653093615201,2.21 Mbps,1741850738,2025-03-13 08:25:38
49.25476134284426,4.036527421023453,2.10 Mbps,1741850739,2025-03-13 08:25:39
49.25478037992691,4.036522051656143,2.22 Mbps,1741850740,2025-03-13 08:25:40
49.254795419539555,4.036516366811692,2.04 Mbps,1741850741,2025-03-13 08:25:41
49.254810144151584,4.036519433645573,1.91 Mbps,1741850742,2025-03-13 08:25:42
49.25483556712347,4.036518045802778,2.09 Mbps,1741850743,2025-03-13 08:25:43
49.254845289202564,4.03652594135105,1.83 Mbps,1741850744,2025-03-13 08:25:44
49.2548577571926,4.0365192969225285,2.00 Mbps,1741850745,2025-03-13 08:25:45
49.254869909511456,4.036519100940722,2.61 Mbps,1741850746,2025-03-13 08:25:46
49.25489105719616,4.036524450939402,2.35 Mbps,1741850747,2025-03-13 08:25:47
49.25491203919991,4.036528637899773,1.96 Mbps,1741850748,2025-03-13 08:25:48
49.25493403608,4.036533365914931,1.91 Mbps,1741850749,2025-03-13 08:25:49
49.25496327134947,4.036540523679242,2.03 Mbps,1741850750,2025-03-13 08:25:50
49.25499379864538,4.036511693998909,0.35 Mbps,1741850752,2025-03-13 08:25:52
49.25499379864538,4.036511693998909,2.02 Mbps,1741850752,2025-03-13 08:25:52
49.254993590600776,4.036477083275814,2.18 Mbps,1741850753,2025-03-13 08:25:53
49.25497842521285,4.036392218381236,2.07 Mbps,1741850754,2025-03-13 08:25:54
49.2549627060051,4.036333995293935,2.14 Mbps,1741850755,2025-03-13 08:25:55
49.254945231489025,4.03631147768809,2.20 Mbps,1741850756,2025-03-13 08:25:56
49.25493343428815,4.036278044459045,1.99 Mbps,1741850757,2025-03-13 08:25:57
49.254923905924166,4.036246405600057,2.21 Mbps,1741850758,2025-03-13 08:25:58
49.25491690363015,4.03621625641224,2.32 Mbps,1741850759,2025-03-13 08:25:59
49.25490721722123,4.0361938263476205,2.10 Mbps,1741850760,2025-03-13 08:26:00
49.25489948792099,4.036166255674451,1.93 Mbps,1741850761,2025-03-13 08:26:01
49.25489531289489,4.036132476663619,2.14 Mbps,1741850762,2025-03-13 08:26:02
49.2548912549217,4.036113270390367,2.02 Mbps,1741850763,2025-03-13 08:26:03
49.25489027550513,4.036084990205591,2.33 Mbps,1741850764,2025-03-13 08:26:04
49.254886765018284,4.036061503171969,2.24 Mbps,1741850765,2025-03-13 08:26:05
49.25488183034664,4.036040831289073,2.44 Mbps,1741850766,2025-03-13 08:26:06
49.254882156759024,4.036026689664131,1.99 Mbps,1741850767,2025-03-13 08:26:07
49.254878452453454,4.03601151686366,2.36 Mbps,1741850768,2025-03-13 08:26:08
49.254878939156605,4.035994633698969,1.99 Mbps,1741850769,2025-03-13 08:26:09
49.254886850297524,4.035970754949398,2.36 Mbps,1741850770,2025-03-13 08:26:10
49.254886836764584,4.035953130819001,1.91 Mbps,1741850771,2025-03-13 08:26:11
49.25488202320793,4.0359205847088795,2.49 Mbps,1741850772,2025-03-13 08:26:12
49.25487891283014,4.035888641203729,2.34 Mbps,1741850773,2025-03-13 08:26:13
49.25487810403725,4.035859825129524,1.98 Mbps,1741850774,2025-03-13 08:26:14
49.25488214673242,4.035837896731464,2.15 Mbps,1741850775,2025-03-13 08:26:15
49.25488569166315,4.035812416133479,1.65 Mbps,1741850776,2025-03-13 08:26:16
49.254881077108045,4.03578892213934,2.37 Mbps,1741850777,2025-03-13 08:26:17
49.254886171185476,4.035759962232118,2.16 Mbps,1741850778,2025-03-13 08:26:18
49.25489269327326,4.035746993638552,1.59 Mbps,1741850779,2025-03-13 08:26:19
49.2548958441904,4.03571981006071,1.90 Mbps,1741850780,2025-03-13 08:26:20
49.254906624303196,4.035700923393728,2.16 Mbps,1741850781,2025-03-13 08:26:21
49.2548989214487,4.0356899806411715,2.69 Mbps,1741850782,2025-03-13 08:26:22
49.25489901666298,4.035669183184266,2.23 Mbps,1741850783,2025-03-13 08:26:23
49.254906736069316,4.035650041485534,2.30 Mbps,1741850784,2025-03-13 08:26:24
49.25490904868529,4.035635892729378,1.87 Mbps,1741850785,2025-03-13 08:26:25
49.25493315647482,4.035607279330316,1.99 Mbps,1741850786,2025-03-13 08:26:26
49.2549429869485,4.035584994964133,1.86 Mbps,1741850787,2025-03-13 08:26:27
49.25496339098582,4.035559527998857,2.18 Mbps,1741850788,2025-03-13 08:26:28
49.25495456678209,4.035547457403224,2.47 Mbps,1741850789,2025-03-13 08:26:29
49.254952725920305,4.035519572652257,1.96 Mbps,1741850790,2025-03-13 08:26:30
49.25494434586981,4.035500435746172,1.99 Mbps,1741850791,2025-03-13 08:26:31
49.25494280947254,4.035492272665308,2.07 Mbps,1741850792,2025-03-13 08:26:32
49.254942998561184,4.035467974570482,2.18 Mbps,1741850793,2025-03-13 08:26:33
49.25494638371201,4.035434480363318,2.21 Mbps,1741850794,2025-03-13 08:26:34
49.254948089774636,4.035427465013247,2.07 Mbps,1741850795,2025-03-13 08:26:35
49.25494509161599,4.0353993394433445,2.18 Mbps,1741850796,2025-03-13 08:26:36
49.254955180444036,4.035393725812008,1.87 Mbps,1741850797,2025-03-13 08:26:37
49.25496532909539,4.035383763247294,2.29 Mbps,1741850798,2025-03-13 08:26:38
49.25497401383543,4.035385442466492,1.97 Mbps,1741850799,2025-03-13 08:26:39
49.25498427253856,4.0353752321625,2.44 Mbps,1741850800,2025-03-13 08:26:40
49.25501023247238,4.035368289611418,2.32 Mbps,1741850801,2025-03-13 08:26:41
49.255012306325526,4.035354689788533,1.55 Mbps,1741850802,2025-03-13 08:26:42
49.25502440346583,4.035344568110267,1.73 Mbps,1741850803,2025-03-13 08:26:43
49.25503387523186,4.035330764460196,2.21 Mbps,1741850804,2025-03-13 08:26:44
49.255048095884106,4.0353098725770264,2.44 Mbps,1741850805,2025-03-13 08:26:45
49.25506461506022,4.0352946246492625,2.44 Mbps,1741850806,2025-03-13 08:26:46
49.255065509300366,4.03529480451995,2.44 Mbps,1741850807,2025-03-13 08:26:47
49.25507860385867,4.0352923860247465,2.30 Mbps,1741850808,2025-03-13 08:26:48
49.255100695555434,4.035297080465205,2.45 Mbps,1741850809,2025-03-13 08:26:49
49.255105529988484,4.035275562349577,2.51 Mbps,1741850810,2025-03-13 08:26:50
49.2551122022749,4.035266962698571,1.99 Mbps,1741850811,2025-03-13 08:26:51
49.25511990929352,4.035245674157885,2.42 Mbps,1741850812,2025-03-13 08:26:52
49.25513552599107,4.03522710183303,3.01 Mbps,1741850813,2025-03-13 08:26:53
49.25514822901598,4.03521735339228,2.17 Mbps,1741850814,2025-03-13 08:26:54
49.255144933210865,4.03523302839391,2.32 Mbps,1741850815,2025-03-13 08:26:55
49.25515902923647,4.0352224580499305,2.25 Mbps,1741850816,2025-03-13 08:26:56
49.255191497593394,4.035201029820307,2.31 Mbps,1741850817,2025-03-13 08:26:57
49.255202684181995,4.035190970388021,2.20 Mbps,1741850818,2025-03-13 08:26:58
49.25519824311793,4.035137022932946,2.24 Mbps,1741850819,2025-03-13 08:26:59
49.25521220322261,4.035118261577232,2.53 Mbps,1741850820,2025-03-13 08:27:00
49.25522551224778,4.035089828624856,2.44 Mbps,1741850821,2025-03-13 08:27:01
49.25522538838009,4.035097707342125,1.58 Mbps,1741850822,2025-03-13 08:27:02
49.25523403147705,4.0350935054222274,2.04 Mbps,1741850823,2025-03-13 08:27:03
49.255248314926796,4.035092854850847,2.50 Mbps,1741850824,2025-03-13 08:27:04
49.255254912140465,4.03508737051187,2.21 Mbps,1741850825,2025-03-13 08:27:05
49.255266550217286,4.0350804568694825,1.73 Mbps,1741850826,2025-03-13 08:27:06
49.255295518960075,4.035075924485432,2.34 Mbps,1741850827,2025-03-13 08:27:07
49.25529810138681,4.035094904316752,2.00 Mbps,1741850828,2025-03-13 08:27:08
49.255320399566756,4.035088977613012,2.22 Mbps,1741850829,2025-03-13 08:27:09
49.25534192993165,4.035090895584706,1.84 Mbps,1741850830,2025-03-13 08:27:10
49.25535253444594,4.035091814535854,2.50 Mbps,1741850831,2025-03-13 08:27:11
49.25537719155728,4.035041994704319,2.18 Mbps,1741850832,2025-03-13 08:27:12
49.25538894941633,4.035033814351766,1.97 Mbps,1741850833,2025-03-13 08:27:13
49.255408411975125,4.035025899623976,1.60 Mbps,1741850834,2025-03-13 08:27:14
49.25544438315207,4.035011269392535,1.92 Mbps,1741850835,2025-03-13 08:27:15
49.25543626808761,4.035020022576829,1.71 Mbps,1741850836,2025-03-13 08:27:16
49.25544118925123,4.035011750953251,2.46 Mbps,1741850837,2025-03-13 08:27:17
49.25544452634682,4.035012256952977,2.38 Mbps,1741850838,2025-03-13 08:27:18
49.25545108917383,4.035010475807682,1.35 Mbps,1741850839,2025-03-13 08:27:19
49.255456593551656,4.035005244466243,1.99 Mbps,1741850840,2025-03-13 08:27:20
49.25545916384108,4.035003352410372,2.07 Mbps,1741850841,2025-03-13 08:27:21
49.25546090793675,4.035001264407906,2.47 Mbps,1741850842,2025-03-13 08:27:22
49.25546445080531,4.035001376978115,2.45 Mbps,1741850843,2025-03-13 08:27:23
49.25547306814193,4.034999882677265,1.96 Mbps,1741850844,2025-03-13 08:27:24
49.25545644687812,4.034926660525781,1.83 Mbps,1741850845,2025-03-13 08:27:25
49.25545867990529,4.034825035597483,2.01 Mbps,1741850846,2025-03-13 08:27:26
49.25544824167391,4.034764649960279,1.99 Mbps,1741850847,2025-03-13 08:27:27
49.2554446071305,4.034747650464773,2.44 Mbps,1741850848,2025-03-13 08:27:28
49.255437283504584,4.034740059108864,2.44 Mbps,1741850849,2025-03-13 08:27:29
49.25542624144354,4.0346975264150915,1.91 Mbps,1741850850,2025-03-13 08:27:30
49.25542526128708,4.034673913838465,2.09 Mbps,1741850851,2025-03-13 08:27:31
49.25542401383612,4.0346479934734,2.12 Mbps,1741850852,2025-03-13 08:27:32
49.25542008918715,4.034652891021834,1.91 Mbps,1741850853,2025-03-13 08:27:33
49.25541336974246,4.0346348495024875,2.21 Mbps,1741850854,2025-03-13 08:27:34
49.25540783811791,4.0346281712119705,1.90 Mbps,1741850855,2025-03-13 08:27:35
49.25540041948906,4.034613227675435,2.37 Mbps,1741850856,2025-03-13 08:27:36
49.25539426909527,4.034588128745539,2.41 Mbps,1741850857,2025-03-13 08:27:37
49.25538979772642,4.034577523418122,2.16 Mbps,1741850858,2025-03-13 08:27:38
49.255380809417225,4.034555262815869,2.28 Mbps,1741850859,2025-03-13 08:27:39
49.2553766412949,4.034537159862478,2.30 Mbps,1741850860,2025-03-13 08:27:40
49.25536506077513,4.0345191162125795,2.16 Mbps,1741850861,2025-03-13 08:27:41
49.25536067561123,4.034484602041283,2.54 Mbps,1741850862,2025-03-13 08:27:42
49.25535709595408,4.0344658662325115,1.90 Mbps,1741850863,2025-03-13 08:27:43
49.25535535976737,4.034450609053067,2.00 Mbps,1741850864,2025-03-13 08:27:44
49.255344859964346,4.034420129952947,2.12 Mbps,1741850865,2025-03-13 08:27:45
49.25533573632289,4.034419371725897,2.30 Mbps,1741850866,2025-03-13 08:27:46
